,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
337,6417,韋僑科技股份有限公司,韋僑,通信網路業,－,台中市大里區工業九路一號,16877131,曾穎堂,江鴻佑,張祐棋,總經理室協理,陳小萍,04-24925298,88/03/23,104/10/08,新台幣 10.0000元,422740000,42274000,0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,02-25865859,台北市大同區承德路三段210號地下一樓,勤業眾信聯合會計師事務所,蔣淑菁,吳麗冬,SAG,"NO. 1, Gongye 9th Rd., Dali DistrictTaichung 412. Taiwan",04-24927388,public@sag.com.tw,www.sag.com.tw,張祐棋,總經理室協理,04-24925298,public@sag.com.tw,http://www.sag.com.tw/index.php?_Page=msg&md=profile&pid=301&id=306&SetLang=zh-tw
338,6418,詠昇電子股份有限公司,詠昇,電子零組件業,－,桃園市中壢區中福路二段十巷二號,22774892,黃塗城,黃金錫,黃金錫,總經理,魏惠茹,03-4527666,77/02/03,108/02/18,新台幣 10.0000元,345220000,34522000,0,0,合併,每年,股東會,康和綜合證券股份有限公司,02-87871888,台北市信義區基隆路一段176號地下一樓,資誠聯合會計師事務所,葉翠苗,黃世鈞,Y-S ELEC.,"No.2, Lane 10, Sec. 2, ZhongFu Road,ZhongLi Dist. Taoyuan, Taiwan, R.O.C.",03-4527661,yselec@yselec.com.tw,http://www.yselec.com.tw,魏惠茹,財務長,03-4528098,yselec@yselec.com.tw,http://www.yselec.com.tw
339,6419,京晨科技股份有限公司,京晨科,光電業,－,新北市中和區中正路909號10樓,28212547,楊文彬,楊文彬,楊文彬暫代,總經理,楊文彬,(02)77392260,95/08/17,103/12/29,新台幣 10.0000元,131591700,13159170,2725997,0,合併,每年,股東會,永豐金證券股務代理部,(02)23816288,台北市博愛路17號3樓,安侯建業聯合會計師事務所,陳盈如,連淑凌,NUUO,"10F., No.909, Zhongzheng Rd., Zhonghe Dist.New Taipei City 235, Taiwan (R.O.C.)",(02)87732260,efin@nuuo.com,http://www.nuuo.com,謝秉暾,經理,(02)-77392260,anderson_hsieh@nuuo.com,http://www.nuuo.com/CompanyNode.php?node_id=8#1
340,6432,今展科技股份有限公司,今展科,電子零組件業,－,新北市三重區重新路五段646號14樓,12688172,王琴賢,王琴賢,任若琳,財務長,楊偉堅,02-29998313,90/02/20,104/05/20,新台幣 10.0000元,305928350,30592835,0,0,合併,每年,股東會,永豐金證券股務代理部,02-23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,劉建良,林文欽,ARLITECH,"14F , NO. 646 ESC . 5,CHUNG HSING RD.,SANCHUNG.NEW TAIPEI CITY,TAIWAN,R.O.C",02-29997582,vivian_jen@arlitech.com.tw,www.arlitech.com.tw,任若琳,財務長,02-29998313,vivian_jen@arlitech.com.tw,www.arlitech.com.tw
341,6435,大中積體電路股份有限公司,大中,半導體業,－,新竹科學園區篤行一路6號5樓,28112723,薛添福,薛添福,薛添福,董事長暨總經理,陳麗嬌,(03)563-5818,97/08/14,105/01/07,新台幣 10.0000元,334330000,33433000,0,0,個別,每年,董事會,元富證券股份有限公司股務代理部,(02)2768-6668,台北市光復北路11巷35號B1,資誠聯合會計師事務所,鄭雅慧,李典易,Sinopower,"5F,No.6,Dusing 1st Rd.,Hsinchu Science Park,Hsinchu 300,Taiwan",(03)563-5080,ir@sinopowersemi.com,www.sinopowersemi.com,張家綺,管理師,(03)563-5818,tiffanychang@sinopowersemi.com,http://www.sinopowersemi.com/Form2/F401.aspx
342,6441,廣錠科技股份有限公司,廣錠,電腦及週邊設備業,－,新北市汐止區新台五路一段93號24樓,53562649,廖良彬,林建驊,吳玉成,執行長,蔡宏杰,77535888,100/12/13,106/09/27,新台幣 10.0000元,424344530,42434453,0,0,合併,每年,股東會,中國信託代理部,(02)6636-5566,100台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,張敬人,陳致源,IBG,"24F., No. 93, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City 221, Taiwan (R.O.C.)",26975988,ibg@ibasegaming.com,www.ibasegaming.com,蔡宏杰,副總經理(投資長),77535888#602,jay@ibasegaming.com,www.ibasegaming.com
343,6457,紘康科技股份有限公司,紘康,半導體業,－,台北市士林區承德路四段172號5樓,28751690,趙伯寅,趙伯寅,李金幸,行政處協理,陳寶桂,(02)2880-4288,96/07/09,104/06/12,新台幣 10.0000元,318547920,31854792,0,0,合併,每年,董事會,元富證券股份有限公司,(02)2768-6668,台北市光復北路11巷35號B1,勤業眾信聯合會計師事務所,郭俐雯,陳培德,HYCON,"5F., No.172, Sec. 4, Chengde Rd., Shilin DistTaipei City 11167 , Taiwan (R.O.C)",(02)2880-4287,Investors@hycontek.com,www.hycontek.com,李金幸,行政處協理,886-2-2880-4288,Investors@hycontek.com,www.hycontek.com
344,6462,神盾股份有限公司,神盾,半導體業,－,新竹市東區慈雲路118號30樓之1,28835517,羅森洲,羅時豪,李宜平,資深副總經理,張家麒,(02)26589768,96/12/26,104/12/23,新台幣 10.0000元,692717540,69271754,0,0,合併,每年,董事會,元大證券股務代理部,(02)25865859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,施威銘,張惠貞,EGIS,"30F.-1, No. 118, Ciyun Rd., East Dist.,Hsinchu City , Taiwan (R.O.C.)",(02)26588368,ir@egistec.com,http://www.egistec.com,張家麒,財務長,(02)26589768,ir@egistec.com,http://www.egistec.com
345,6465,威潤科技股份有限公司,威潤,通信網路業,－,台北巿內湖區內湖路一段120巷13號8樓,24497254,吳柏慶,吳柏慶,吳玟叡,財務長,暫缺,02-2797-5852,99/01/19,104/11/20,新台幣 10.0000元,328263060,32826306,7638590,0,合併,每年,股東會,元大證券股份有限公司,02-2586-5859,台北市大同區承德路3段210號B1,資誠聯合會計師事務所,黃世鈞,吳郁隆,ATrack,"8F., No. 13, Ln. 120, Sec. 1,Neihu Rd., Neihu Dist., Taipei City 114",02-2797-4030,ir@atrack.com.tw,http://www.atrack.com.tw,吳玟叡,財務長,02-2797-5852,ir@atrack.com.tw,http://www.atrack.com.tw/investors/公司治理/
346,6470,宇智網通股份有限公司,宇智,通信網路業,－,新竹市金山八街1號3樓,27375986,袁允中,劉宜文,袁允中,董事長,李以雯,03-5797969,93/06/15,104/11/03,新台幣 10.0000元,326941000,32694100,0,0,合併,每年,董事會,宏遠證券股份有限公司,(02)7719-8899,台北市大安區信義路4段236號3樓,勤業眾信聯合會計師事務所,陳明煇,高逸欣,U-MEDIA,"3F,No.1,Jin-Shan 8th St.,Hsinchu 300,Taiwan,R.O.C.",03-5798718,ir@u-media.com.tw,http://www.u-media.com.tw,李以雯,經理,03-5797969,ir@u-media.com.tw,http://www.u-media.com.tw
347,6485,點序科技股份有限公司,點序,半導體業,－,新竹市公道五路二段83號7F-1,28927852,劉坤旺,劉坤旺,陳美智,處長,許筑媛,03-5736032,97/02/13,104/11/17,新台幣 10.0000元,430365080,43036508,2175000,0,合併,每年,股東會,元大證券股份有限公司股務代理部,(02)2586-5859,台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,方蘇立,葉東煇,ASolid,"7F.-1, No.83, Sec. 2, Gongdao 5th Rd.,Hsinchu City 300, Taiwan (R.O.C.)",03-5736300,IR@asolid-tek.com,www.asolid-tek.com,陳美智,處長,03-5736032,IR@asolid-tek.com,www.asolid-tek.com
348,6486,互動國際數位股份有限公司,互動,通信網路業,－,新北市五股區五工五路三十八之一號,80192260,鄭炎為,鄭炎為(暫代),陳美琪,副總經理,吳耀庭,(02)2298-3456,92/05/14,105/09/13,新台幣 10.0000元,387508620,38750862,0,0,合併,每年,董事會,富邦綜合證券股份有限公司,(02)2361-1300,台北市許昌街十七號二樓,立本台灣聯合會計師事務所,許坤錫,張書成,IDT,"No.38-1,Wugong 5th Rd.,Wugu District,New Taipei City,Taiwan,R.O.C.",(02)2299-0399,invest@idtech.com.tw,http://www.idtech.com.tw/,陳美琪,副總經理,(02)2298-3456,invest@idtech.com.tw,http://www.idtech.com.tw/
349,6488,環球晶圓股份有限公司,環球晶,半導體業,－,新竹科學園區新竹市工業東二路八號,28113286,徐秀蘭,Mark England,陳偉文,副總經理,彭欣瑜,03-5772255,100/10/18,104/09/25,新台幣 10.0000元,4372500000,437250000,0,0,合併,每半會計年度,董事會,元大證券(股)公司股務代理部,02-2586-5859,台北市承德路三段210號B1樓,安侯建業聯合會計師事務所,鄭安志,曾渼鈺,GWC,"No. 8. Industrial East Road 2, Hsinchu Science Park, Taiwan, R.O.C.Taiwan R.O.C",03-5781706,GWCIR@sas-globalwafers.com,http://www.sas-globalwafers.com,陳偉文,發言人,03-5772255,GWCIR@sas-globalwafers.com,http://www.sas-globalwafers.com
350,6494,九齊科技股份有限公司,九齊,半導體業,－,新竹市水利路81號7樓之1,28509490,陳建隆,鄭弘屏,鄭弘屏,總經理,黃英傑,03-5169077,95/10/30,105/05/09,新台幣 10.0000元,315596900,31559690,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,02-27035000,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,吳恪昌,黃毅民,Nyquest,"7F-1, No.81, Shuilli RoadHsinchu, Taiwan, R.O.C.",03-5169076,ir@nyquest.com.tw,www.nyquest.com.tw,陳筱萍,管理部經理,(03)5169077,ir@nyquest.com.tw,www.nyquest.com.tw/investors3.asp
351,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
352,6510,中華精測科技股份有限公司,精測,半導體業,－,桃園巿平鎮區工業三路15號,27879121,林國豐,黃水可,黃水可,總經理,許憶萍,(03)4691234,94/08/26,105/03/24,新台幣 10.0000元,327890220,32789022,0,0,合併,每年,股東會,台新證券股務代理部,(02)25048125,10489台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,黃裕峰,林政治,CHPT,"15 Gongye 3rd Road, Pingjhen Dist,Taoyuan City 324, Taiwan, R.O.C",(03)4693119,chpt@chpt.com,http://www.chpt.com,吳慶貞,資深經理,(03)4691234,investor@chpt.com,http://www.chpt.com
353,6512,啟發電子股份有限公司,啟發電,其他電子業,－,新竹縣竹北市復興一街251號5樓之1,28133327,張鈺欽,張鈺欽,吳佳芳,協理,葉向林,03-6681958,95/03/28,105/03/25,新台幣 10.0000元,250000000,25000000,0,0,個別,每年,股東會,兆豐證券股份有限公司,02-33930898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,林政治,葉東煇,GoMax,"5F.-1, No.251, Fuxing 1st St., Zhubei City30271 Hsinchu , Taiwan (R.O.C.)",03-6681908,IR@gomax-electronics.com.tw,http://www.gomax-electronics.com.tw/,吳佳芳,協理,0965-186512,IR@gomax-electronics.com.tw,http://www.gomax-electronics.com.tw/
354,6514,芮特科技股份有限公司,芮特-KY,通信網路業,KY 開曼群島,基隆市七堵區工建路1號2樓,42332136,陳淑敏,吳東義,吳東義,總經理,劉若涵,(02)24516514,103/08/18,104/12/02,新台幣 10.0000元,300153820,30015382,0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)66365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,黃秀椿,莊碧玉,RTI,"2F No.1 Gongjian Road, Cidu DistrictKeelung City, Taiwan 206",(02)24527722,invest@rt-inc.com,www.rt-inc.com,吳東義,總經理,(02)24516514,invest@rt-inc.com,www.rt-inc.com
355,6516,勤崴國際科技股份有限公司,勤崴國際,資訊服務業,－,台北市中正區羅斯福路二段100號3樓,28835663,柯應鴻,黃晟中,黃晟中,總經理,蔡明祝,(02)2363-5445,96/12/26,108/05/06,新台幣 10.0000元,424138110,42413811,0,0,個別,每年,股東會,元大證券(股)公司,(02)2586-5859,台北市承德路三段210 號地下一樓,勤業眾信聯合會計師事務所,張鼎聲,郭政弘,KINGWAY,"3F.,No 100, Sec 2, Roosevelt Rd.,Taipei City 100, Taiwan. R.O.C",(02)2363-5497,i_service@kingwaytek.com,www.kingwaytek.com,蔡楚卉,協理,(02)2363-5445#168,i_service@kingwaytek.com,www.kingwaytek.com
356,6530,創威光電股份有限公司,創威,通信網路業,－,新北市新店區寶中路119號6樓,13067290,陳文宗,陳文宗,陳鵬宇,財務經理,陳明商,(02)89111840,91/04/15,107/01/23,新台幣 10.0000元,337500000,33750000,0,0,個別,每年,股東會,宏遠證券股份有限公司,(02)2326-8818,台北市大安區信義路四段236號3樓,勤業眾信聯合會計師事務所,劉書琳,鄭淂蓁,Axcen,"6F No. 119 Baozhong Road, Xindian DistrictNew Taipei City, Taiwan R.O.C.",(02)89111825,admin@axcen.com.tw,www.axcen.com.tw,陳鵬宇,財務經理,(02)89111840,PR@axcen.com.tw,www.axcen.com.tw
357,6532,瑞耘科技股份有限公司,瑞耘,半導體業,－,新竹縣湖口鄉鳳山村光復南路58號,16394917,呂學恒,呂學恒,呂學恒,董事長,范素綾,03-5976789,87/03/05,105/09/26,新台幣 10.0000元,361008670,36100867,0,0,個別,每年,董事會,群益金鼎證券股份有限公司,(02)2703-5000,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,江采燕,李典易,CT,"No.58,Kuand-Fu S. Rd., Hsin-Chu Industrial Park Hu-Kou,Hsin-Chu 30351, Taiwan",03-5972266,ir@calitech.com.tw,http://www.calitech.com.tw,范素綾,資深管理師,03-5976789,ir@calitech.com.tw,http://www.calitech.com.tw/zh-tw/investor/interested
358,6538,倉和股份有限公司,倉和,電子零組件業,－,桃園市龜山區萬壽路一段492之16號3樓,84819223,蔡富得,陳柑富,林鳳英,副總經理,李正(王民),(03)3295666,83/04/01,105/10/21,新台幣 10.0000元,372690000,37269000,0,0,合併,每年,董事會,兆豐證券(股)公司股務代理部,(02)33930898,台北市忠孝東路2段95號1樓,勤業眾信聯合會計師事務所,池瑞全,謝明忠,Brave Screen,"3F, 492-16, Wan Shou Road, Sec.1, KweishanTaoyuan, Taiwan R.O.C",(03)3292555,spokesman@bch.com.tw,http://www.bch.com.tw,林鳳英,副總經理,03-3295666,spokesman@bch.com.tw,http://www.bch.com.tw
359,6548,長華科技股份有限公司,長科*,半導體業,－,高雄市楠梓區開發路24號,70849957,黃嘉能,洪全成,顏淑萍,經理,林俊吉,07-9628202,98/12/24,105/09/13,新台幣 1.0000元,364131050,364131050,0,0,合併,每半會計年度,董事會,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,勤業眾信聯合計師事務所,郭麗園,廖鴻儒,CWTC,"NO. 24,Kai-Fa Road Nan-Tze Dist., Kaohsiung. Taiwan, R.O.C.Kaohsiung Taiwan, R.O.C.",07-9628203,cwtkh@cwtcglobal.com,www.cwtcglobal.com,張輔仁,總經理特助,07-3653592#216,cwtkh@cwtcglobal.com,www.cwtcglobal.com
360,6556,勝品電通股份有限公司,勝品,光電業,－,桃園市桃園區大誠路 10 號,53184695,李宏銘,林貞宏,林貞宏,總經理,吳聲芳,03-3628528,99/10/07,106/10/31,新台幣 10.0000元,287500000,28750000,5750000,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北巿建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,陳彥君,鄭欽宗,Topview,"No.10, Dacheng Rd., Taoyuan Dist.,Taoyuan City 330, Taiwan, ROC.",03-3648528,pr@topviewcorp.com,www.topviewcorp.com,林貞宏,總經理,033628528,pr@topviewcorp.com,www.topviewcorp.com
361,6560,欣普羅光電股份有限公司,欣普羅,光電業,－,新北市新莊區思源路23號6F,70643081,陳義文,陳義文,劉繼鴻,副總經理,陳義文,02-89944718,88/10/05,106/01/24,新台幣 10.0000元,206997720,20699772,0,0,個別,每年,股東會,日盛證券(股)公司股務代理部,02-25419977,台北市中山區南京東路二段85號7F,勤業眾信聯合會計師事務所,蔡美貞,葉東煇,APPROPHO,"6F, No.23, Siyuan Rd.Xinzhuang Dist., New Taipei City, Taiwan",02-89944716,appro@appropho.com,http://www.appropho.com,劉繼鴻,副總經理,02-89944718,charles@appropho.com,http://www.appropho.com
362,6561,是方電訊股份有限公司,是方,通信網路業,－,台北市內湖區瑞光路68號2樓,86000036,吳彥宏,劉耀元,劉耀元,總經理,張霖棟,(02)2657-6688,80/01/19,107/06/05,新台幣 10.0000元,704701310,70470131,0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,(02)2586-5859,台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,張鼎聲,郭政弘,Chief,"2F, No. 68, Ruiguang Rd., Nei-hu Dist.,Taipei City, Taiwan",(02)2792-0087,ir_chief@chief.com.tw,www.chief.com.tw,劉耀元,總經理,(02)2657-6688,ir_chief@chief.com.tw,www.chief.com.tw
363,6568,宏觀微電子股份有限公司,宏觀,半導體業,－,新竹縣竹北市成功十二街28號8樓,28514260,林坤禧,孫德風,孫德風,執行長,嚴文芳,(03)5506258,95/11/06,105/12/28,新台幣 10.0000元,307831200,30783120,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,楊雨霓,邱琬茹,Rafael Micro,"8F., No.28, Chenggong 12th St., Zhubei CityHsinchu County , Taiwan (R.O.C.)",(03)5506228,rafael.ir@rafaelmicro.com,http://www.rafaelmicro.com,嚴文芳,協理,(03)5506258,rafael.ir@rafaelmicro.com,http://www.rafaelmicro.com/investor
364,6570,維田科技股份有限公司,維田,電腦及週邊設備業,－,新北市中和區建一路186號15樓之1,27271130,李傳德,劉則瑩,劉則瑩,總經理,李素貞,(02)8226-2881,93/04/21,106/12/11,新台幣 10.0000元,300861770,30086177,0,0,合併,每年,股東會,元富證券股份有限公司,(02)2768-6668,台北市光復北路11巷35號B1,勤業眾信聯合會計師事務所,劉書琳,邱鏞銘,APLEX,"15F-1, No.186, Jian Yi Rd., Zhonghe Dist.,New Taipei City ,235 Taiwan",(02)8226-2883,sales@aplex.com,https://www.aplex.com/,李素貞,管理處經理,(02)8226-2881,maggielee@aplex.com,https://www.aplex.com/
365,6577,勁豐電子股份有限公司,勁豐,電腦及週邊設備業,－,台北市內湖區環山路一段30號1樓,70565509,杜懷琪,杜懷琪,杜懷琪,董事長,黃哲文,02-26590606,89/05/29,106/03/21,新台幣 10.0000元,382548700,38254870,0,0,合併,每年,股東會,元大證券(股)公司股務代理部,02-25865859,台北市承德路三段210號B1,勤業眾信聯合會計師事務所,翁博仁,陳慧銘,PSC,"1F, No.30, Section. 1, Huanshan Rd. Neihu DistrictTaipei 11442, Taiwan",02-26591106,andrewhuang@promate.com,https://www.promate.com/CHT/,黃哲文,資深財務經裡,02-26590606,andrewhuang@promate.com,https://www.promate.com/CHT/stakeholder_engagement.php
366,6588,東典光電科技股份有限公司,東典,通信網路業,－,宜蘭縣蘇澳鎮德興七路14號,70507419,陳正德,周彧民,蘇立群,副董事長,周彧民,03-9908671,89/05/15,109/07/01,新台幣 10.0000元,267008250,26700825,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,黃明宏,蘇彥達,EOC,"No.14, Dexing 7th Rd., Su’ao TownshipYilan County 270, Taiwan (R.O.C.)",03-9908553,service@east-tender.com,www.east-tender.com,蘇立群,副董事長,02-2701-7309,ir@east-tender.com,http://www.east-tender.com/NewVer5/about_us/about_us1.html
367,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
368,6590,普鴻資訊股份有限公司,普鴻,資訊服務業,－,台北市信義區忠孝東路四段560號4樓,70584647,林群國,林群國,林佩宜,管理部協理,黃可清,23452366,89/07/22,107/12/24,新台幣 10.0000元,182912500,18291250,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,27035000,臺北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,邱政俊,吳世宗,Provision,"4F., No.560, Sec. 4, Jhongsiao E. Rd., Sinyi Dist.,Taipei City 11071, Taiwan (R.O.C.)",23451600,public_1@provision.com.tw,www.provision.com.tw,林佩宜,管理部協理,02-2345-2366,Public_1@provision.com.tw,
369,6593,台灣銘板股份有限公司,台灣銘板,資訊服務業,－,桃園市龜山區華亞一路36號,20675832,王挺榮,印文正,蘇文輝,副總經理,陳舒懷,03-3270567,59/12/04,106/11/03,新台幣 10.0000元,203034010,20303401,0,0,個別,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,楊靜婷,劉水恩,TNP,"33383 NO.36, HUAYA 1ST RD., GUISHAN DIST.,TAOYUAN CITY, TAIWAN",03-3272688,whsu@tnp.com.tw,www.tnp.com.tw,蘇文輝,副總經理,03-3270567,whsu@tnp.com.tw,www.tnp.com.tw
370,6594,展匯科技股份有限公司,展匯科,半導體業,－,台北市南港區南港路一段209號5樓,42627808,張琦棟,范正達,郭光耀,財務長,郭光耀,(02)2655-9980,104/08/04,106/04/28,新台幣 10.0000元,301596280,30159628,0,0,個別,每年,股東會,福邦證券股份有限公司,(02)2371-1658,台北市忠孝西路一段6號6樓,資誠聯合會計師事務所,黃珮娟,潘慧玲,Alcorlink Corp.,"5F., No.209, Sec. 1, Nangang Rd., Nangang Dist.,Taipei City 115, Taiwan (R.O.C.)",(02)2655-9990,al-ir@alcorlink.com,www.alcorlink.com,郭光耀,財務長,(02)2655-9980,al-ir@alcorlink.com,http://www.alcorlink.com/msg/message-%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA%E5%B0%88%E5%8D%80
371,6613,朋億股份有限公司,朋億,其他電子業,－,新竹縣竹北市嘉豐南路二段76號10樓之1,16034271,梁進利,馬蔚,馬蔚,總經理,歐俊彥,(03)6676868,86/06/13,106/12/28,新台幣 10.0000元,339280000,33928000,0,0,合併,每年,董事會,凱基證券股份有限公司股務代理部,(02)23892999,臺北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,黃海寧,呂倩慧,Novatech,"10F-1., No.76, Sec. 2, Jiafeng S. Rd., Jhubei City,Hsin-Chu County 302054,Taiwan,R.O.C.",(03)6676869,IR@novatech.com.tw,www.novatech.com.tw,馬蔚,總經理,(03)6676868,IR@novatech.com.tw,www.novatech.com.tw
372,6640,均華精密工業股份有限公司,均華,半導體業,－,新北市土城區民生街2-1號,53186146,梁又文,石敦智,石敦智,總經理,何雅雯,22682216,99/10/15,107/10/23,新台幣 10.0000元,282765000,28276500,0,0,合併,每年,股東會,凱基證券(股)公司股務代理部,23892999,10044台北市重慶南路1段2號5樓,資誠聯合會計師事務所,李典易,江采燕,GMM,"No. 2-1, Minsheng Street, Tucheng District,New Taipei City 23679, Taiwan",22680665,investor@gmmcorp.com.tw,http://www.gmmcorp.com.tw,石敦智,總經理,22682216,investor@gmmcorp.com.tw,http://www.gmmcorp.com.tw/contact.html
373,6642,富致科技股份有限公司,富致,電子零組件業,－,新北市五股區五工五路60號,70670235,陳繼聖,陳繼聖,吳敏男,管理部協理,卓巧婷,02-89902113,88/12/02,108/09/23,新台幣 10.0000元,373996620,37399662,0,0,合併,每年,董事會,永豐金證券股務代理部,02-23816288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,吳漢期,林雅慧,FUZETEC,"No.60 Wu-Gung 5 Road. Wu Gu Dist.,New Taipei City, Taiwan",02-89902110,ir@fuzetec.com.tw,www.fuzetec.com,吳敏男,管理部協理,02-89902113,ir@fuzetec.com.tw,www.fuzetec.com/cht/invest.php
374,6643,円星科技股份有限公司,M31,半導體業,－,新竹縣竹北市台元二街8號9樓,53621915,陳慧玲,張原熏,蘇芷儀,總經理特助,葛光華,(03)560-1866,100/10/21,108/01/23,新台幣 10.0000元,316060000,31606000,0,0,合併,每年,股東會,永豐金證券股份有限公司股代部,(02)2381-6288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,黃裕峰,蔡美貞,M31,"9F, No.8, Taiyuan 2nd St.,Zhubei City, Hsinchu County, Taiwan",(03)560-1868,ir@m31tech.com,https://www.m31tech.com,蘇芷儀,總經理特助,(03)560-1866,ir@m31tech.com,https://www.m31tech.com
375,6651,全宇昕科技股份有限公司,全宇昕,半導體業,－,新北市中和區中正路716號15樓之7,13063718,李建慶,李徐華,李徐華,總經理,陳秀茹,(02)82273827,91/04/10,110/02/01,新台幣 10.0000元,329632220,32963222,0,0,個別,每年,董事會,福邦證券股份有限公司,(02)23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,郭乃華,陳慧銘,CYSTEK,"15F-7,No716,Zhongzheng Rd.,Zhonghe District,New Taipei City Taiwan",(02)77315510,spokesperson@cystek.com.tw,http://www.cystekec.com,陳秀茹,財務處協理,(02)82273827#0,spokesperson@cystek.com.tw,http://www.cystekec.com
376,6654,天正國際精密機械股份有限公司,天正國際,其他電子業,－,高雄市仁武區鳳仁路295-2號,53900846,周倩玉,萬文財,郭彥甫,財務長,梁昱文,(07)371-3213,101/12/26,107/10/23,新台幣 10.0000元,369627200,33262720,0,3700000,合併,每年,董事會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,劉裕祥,郭麗園,TZI,"No.295-2, Fengren Rd., Renwu Dist.Kaohsiung City 814, Taiwan( R.O.C.)",(07)371-0670,tian-zheng@tz-int.com,http://www.tz-int-ltd.com,郭彥甫,財務長,07-3713213,alan-kuo@tz-int.com,http://www.tz-int-ltd.com
377,6664,群翊工業股份有限公司,群翊,電子零組件業,－,桃園市楊梅區和平路188號,23555277,陳安順,李榮坤,余添和,副總經理,洪健庭,03-4853536,79/01/24,107/09/12,新台幣 10.0000元,550000000,55000000,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,02-23711658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳蓓琪,林恒昇,Group Up,"No.188, Heping Rd.,Yangmei Dist., Taoyuan City 326, Taiwan",03-4856336,gp@gpline.com.tw,http://www.gpline.com.tw/,余添和,副總經理,03-4853536,bill.yue@gpline.com.tw,http://www.gpline.com.tw/investor.shtml
