,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
358,6230,尼得科超眾科技股份有限公司,尼得科超眾,電腦及週邊設備業,－,新北市三重區中興北街184-3號,34005476,永井 淳一,無,林志仁,副總經理,林碧雲,02-29952666,62/12/14,99/09/16,新台幣 10.0000元,863433960,86343396,0,0,合併,每年,股東會,元大證券股份有限公司,(02)2586-5859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,郭欣頤,寇惠植,NCCI,"No. 184-3, Zhongxing N. St., Sanchong Dist.,New Taipei City 241, Taiwan (R.O.C.)",02-29958258,miss_lin@ccic.com.tw,www.ccic.com.tw,林志仁,副總經理,02-29952666#1633,allen_lin@ccic.com.tw,http://www.ccic.com.tw/upload/doc/csr2.pdf
359,6235,華孚科技股份有限公司,華孚,電腦及週邊設備業,－,桃園市平鎮區太平東路1號5樓,35383165,蔡豐賜,甘錦添,甘錦添,總經理,黃詩嵋,03-450-2688,43/01/23,93/08/23,新台幣 10.0000元,1716334560,171633456,0,0,合併,每年,董事會,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,林文欽,王儀雯,Waffer,"5F., No.1, Taiping E. Rd., Pingzhen Dist.,Taoyuan City 324, Taiwan (R.O.C.)",03-450-0100,spokesman@waffer.com.tw,www.waffer.com.tw,黃詩嵋,代理發言人,03-450-2688,annie.huang@waffer.com.tw,www.waffer.com.tw/ContactUs/Message
360,6239,力成科技股份有限公司,力成,半導體業,－,新竹縣湖口鄉新竹工業區大同路10號,16082267,蔡篤恭,呂肇祥,曾炫章,財務長暨資深副總經理,林宥翰,03-5980300,86/05/15,93/11/08,新台幣 10.0000元,7791466340,779146634,0,0,合併,每年,股東會,康和綜合證券股份有限公司,02-87871888,台北市信義區基隆路一段176號B1,勤業眾信聯合會計師事務所,黃裕峰,林政治,PTI,"No. 10, Datong Rd., Hsinchu Industrial Park,HuKou Shiang, Hsinchu, Taiwan, R.O.C.",03-5979900,evant@pti.com.tw,https://www.pti.com.tw/,莊雁婷,專案經理,03-5980300,invest@pti.com.tw,https://www.pti.com.tw/
361,6243,迅杰科技股份有限公司,迅杰,半導體業,－,新竹科學工業園區新竹市力行路21號4樓,16505809,翁佳祥,鍾文凱,詹筱秦,資深經理,鍾文凱,03-6662888,87/05/20,98/12/17,新台幣 10.0000元,443228410,44322841,8000000,0,合併,每年,股東會,元大證券股務代理部,02-25865859,10365 台北市大同區承德路三段210號B1,安侯建業聯合會計師事務所,曾渼鈺,呂倩慧,ENE,"4F, No.21, Lixing Rd., Hsinchu Science Park.Hsin-Chu , Taiwan, R.O.C.",03-6662999,investor@ene.com.tw,www.ene.com.tw,詹筱秦,資深經理,03-6662888#3217,sharon@ene.com.tw,http://www.ene.com.tw/chinese/csr/detail.php?pid=5
362,6251,定穎電子股份有限公司,定穎,電子零組件業,－,桃園市蘆竹區民權路50號6樓,22993144,黃銘宏,黃銘宏,劉國瑾,董事長特助,黃宇萍,03-3493300,77/08/18,98/03/18,新台幣 10.0000元,2775140320,277514032,0,0,合併,每年,董事會,台新證券股務代理部,02-2504-8125,台北市建國北路一段96號B1,安永聯合會計師事務所,張志銘,陳國帥,DYNAMIC,"6F., No. 50, Minquan Rd., Luzhu Dist.,Taoyuan City 33846, Taiwan",03-3573300,jean_liu@dynamicpcb.com,http://www.dynamicpcb.com,劉國瑾,董事長特助,03-349 3300 #7721,jean_liu@dynamicpcb.com,www.dynamicpcb.com
363,6257,矽格股份有限公司,矽格,半導體業,－,新竹縣竹東鎮北興路1段436號,23218022,黃興陽,葉燦鍊,陳祺昌,主計長,吳敏弘,03-5959213,77/12/15,92/08/25,新台幣 10.0000元,4517588830,451758883,0,0,合併,每年,股東會,凱基證券(股)公司股務代理部,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,謝智政,江采燕,SIGURD,"NO.436, SEC. 1, PEI-SHING RD., CHU-TUNG, HSIN-CHU, TAIWAN, R.O.C.",03-5944495,services@sigurd.com.tw,www.sigurd.com.tw,林汶,人事行政處資深處長,03-5959213分機1514,services@sigurd.com.tw,www.sigurd.com.tw
364,6269,台郡科技股份有限公司,台郡,電子零組件業,－,高雄市大寮區大發工業區莒光一街23號,16347324,鄭明智,鄭明智,熊雅士,財務長,藍紫堂,(07)787-1008,86/12/19,92/09/23,新台幣 10.0000元,3513308790,351330879,0,0,合併,每年,董事會,元大證券股份有限公司,(02)25865859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,吳建志,王國華,FLEXIUM,"23, Chukwang 1st. Street, Tafa Industrial Park, Taliao Hsiang,Kaohsiung County, Taiwan R.O.C.",(07)787-7066,ir@flexium.com.tw,www.flexium.com.tw,廖怡雯,課長,(07)787-1008轉163,Eva_liao@flexium.com.tw,http://www.flexium.com.tw/en/green_stnp.asp
365,6271,同欣電子工業股份有限公司,同欣電,半導體業,－,台北市延平南路83號6樓,04226986,陳泰銘,呂紹萍,呂紹萍,總經理,張嘉帥,02-23890432,63/08/11,96/11/16,新台幣 10.0000元,1787082820,178708282,0,0,合併,每年,股東會,凱基證券股份有限公司,02-23892999,台北市100重慶南路一段2號5樓,安侯建業聯合會計師事務所,簡思娟,羅瑞蘭,THEIL,"6TH FLOOR,83,YENPING SOUTH ROADTAIPEI-TAIWAN",02-23881001,info@theil.com,www.theil.com,沈柏慶,投資人關係,02-26790122*1044,paking.shen@theil.com,www.theil.com
366,6277,宏正自動科技股份有限公司,宏正,電腦及週邊設備業,－,新北市汐止區大同路二段125號3樓,12403422,陳尚仲,陳尚仲,陳健南,總管理處資深協理,闕燕玲,02-86926789,68/07/06,92/10/30,新台幣 10.0000元,1194711660,119471166,0,0,合併,每季,董事會,中國信託商業銀行,02-66365566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,黃柏淑,吳仲舜,ATEN,"3F., No.125, Sec. 2, Datong Rd.Sijhih District.,New Taipei City,Taiwan",02-86926577,IR@aten.com.tw,http://www.aten.com/tw/zh/,陳健南,總管理處資深協理暨發言人,02-86926789,IR@aten.com.tw,http://www.aten.com/tw/zh/aten-info/csr/page-stakeholders/
367,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
368,6278,台灣表面黏著科技股份有限公司,台表科,光電業,－,桃園市桃園區大樹里桃鶯路437號,23722471,伍開雲,伍開雲,王嘉真,副總,林宏聲,03-2189988,79/03/24,99/08/24,新台幣 10.0000元,2923983530,292398353,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,邱昭賢,李秀玲,TSMT,"No.437, Taoying Rd., Taoyuan Dist., Taoyuan City 330, Taiwan (R.O.C.)Taoyuan 330, Taiwan",03-3637131,jane-wang@tsmt.com,www.tsmt.com.tw,王嘉真,副總,03-2189988,jane-wang@tsmt.com,www.tsmt.com.tw
369,6281,全國電子股份有限公司,全國電,電子通路業,－,新北市五股區五工六路55號,22006252,林琦敏,林政勳,陳碧滋,協理,吳鴻淵,(02)22989922,75/01/11,94/12/08,新台幣 10.0000元,991729450,99172945,0,0,個別,每年,股東會,凱基證券股份有限公司,(02)23892999,臺北市重慶南路1段2號5樓,安侯建業聯合會計師事務所,施威銘,唐慈杰,E-LIFE,"No.55, Wugong 6th Rd., Wugu Dist., New Taipei City.New Taipei City,Taiwan,R.O.C",(02)22990328,jill.chen@elifemall.com.tw,www.elifemall.com.tw,陳碧滋,財務暨會計處協理,(02)22989922#2701,jill.chen@elifemall.com.tw,https://web.elifemall.com.tw/zh/index.php
370,6282,康舒科技股份有限公司,康舒,電子零組件業,－,台北市北投區中央南路二段18號,12341051,許介立,許介立,蕭秀宇,協理,葉金卯,(02)26217672,70/07/29,92/09/08,新台幣 10.0000元,5166212950,516621295,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,王怡文,顏幸福,AcBel,"No. 18, Sec. 2, Zhongyang S. Rd., Beitou Dist.,Taipei City 112, Taiwan (R.O.C)",(02)28981712,spokesperson@acbel.com,http://www.acbel.com,蕭秀宇,協理,(02)26217672,spokesperson@acbel.com,http://csr.acbel.com.tw/Web/Contact.aspx
371,6283,淳安電子股份有限公司,淳安,其他電子業,－,台北市內湖區新湖二路146巷19號2樓,89827686,秦國峰,許清文,秦國峰,董事長,葉一慧,02-27965628,85/01/12,97/01/21,新台幣 10.0000元,1479063430,147906343,66453000,0,合併,每年,董事會,中國信託商業銀行代理部,02-6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,林文欽,王儀雯,SOE,"2F, No.19, Lane 146,Xinhu 2nd Rd., Neihu Dist.Taipei City, Taiwan (R.O.C.)",02-27965630,pr.tp@soe-ele.com,www.soe-ele.com,葉一慧,財務長,02-27965625,www.soe-ele.com,www.soe-ele.com
372,6285,啟碁科技股份有限公司,啟碁,通信網路業,－,新竹科學園區園區二路20號,97331723,謝宏波,高健榮,宋芬瓊,財務長,林夢如,03-6667799,85/12/07,92/09/22,新台幣 10.0000元,3965585020,396558502,0,0,合併,每年,股東會,啟碁科技股務室,02-6600-7998,台北市內湖區行善路158號,安侯建業聯合會計師事務所,曾渼鈺,黃海寧,WNC,"20 Park Avenue II, Hsinchu Science Park,Hsinchu 308, Taiwan",03-6667323,spokesman@wnc.com.tw,www.wnc.com.tw,林夢如,代理發言人,03-6667799,molly.lin@wnc.com.tw,http://www.wnc.com.tw/index.php?lang=tw&action=csr&id=9
373,6289,華上光電股份有限公司,華上,光電業,－,新竹縣湖口鄉鳳山村光復北路119號,16743865,華冠生醫材料股份有限公司,李蘇美亮,陳正彬,業務經理,游光榮,03-5986699,87/09/28,92/08/28,新台幣 10.0000元,1047781360,104778136,33675000,0,合併,每年,股東會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,資信聯合會計師事務所,黃增國,戴至柔,AOC,"No.119, Guangfu N. Rd., Hukou Township,Hsinchu County, Taiwan. R.O.C.",03-5985999,spokesman@aocepi.com,http://www.aocepi.com,陳正彬,業務經理,03-5986699#3311,Ben_Chen@aocepi.com,http://www.aocepi.com
374,6405,悅城科技股份有限公司,悅城,光電業,－,桃園市中壢區北園路18號,27340208,陳春夏,陳春夏,陳春夏,董事長,江慶偉,(03)4335831,93/07/13,102/11/28,新台幣 10.0000元,658000000,65800000,0,0,合併,每年,董事會,凱基證券股份有限公司,(02)23148800,台北市重慶南路一段2號4樓,資誠聯合會計師事務所,吳郁隆,林佳鴻,ONANO,"No.18, Beiyuan Rd., Zhongli DistTaoyuan City 32063, Taiwan R.O.C.",(03)4335503,public@onano-nm.com,www.onano-nm.com,江慶偉,處長,(03)4335831,public@onano-nm.com,www.onano-nm.com/interest.html
375,6409,旭隼科技股份有限公司,旭隼,其他電子業,－,11494台北市內湖區新湖一路406號,28865032,謝卓明,謝卓明,王國欽,財會經理,王家宜,02-27918296,97/05/01,103/03/31,新台幣 10.0000元,874193670,87419367,0,0,合併,每年,股東會,元大證券股務代理部,02-2586-5859,台北市承德路三段210號B1,勤業眾信聯合會計師事務所,陳重成,陳招美,VOLTRONIC,"No.406, Xinhu 1st Road.,Neihu Dist., Taipei, Taiwan",02-87918216,investor@voltronic.com.tw,www.voltronicpower.com,王國欽,經理,02-27918296,investor@voltronic.com.tw,http://www.voltronicpower.com/cht/stakeholder.html
376,6412,群光電能科技股份有限公司,群電,電子零組件業,－,新北市三重區光復路二段 69 號30樓,24284436,呂進宗,曾國華,陳學毅,財務中心協理,林曼永,02-66260678,97/12/24,102/11/08,新台幣 10.0000元,3921471840,392147184,0,0,合併,每年,董事會,華南永昌綜合證券(股)公司,02-27186425,台北市民生東路四段54號4樓,資誠聯合會計師事務所,陳晉昌,翁世榮,Chicony Power,"30F, No. 69, Sec. 2, Guangfu Rd., Sanchong Dist.,New Taipei City 241, Taiwan, R.O.C.",02-29958020,public@chiconypower.com,http://www.chiconypower.com.tw/,林曼永,投資人關係資深處長,02-66260678#57220,Pearl_Lin@chiconypower.com,https://www.chiconypower.com/zh-tw/home/CSR
377,6414,樺漢科技股份有限公司,樺漢,電腦及週邊設備業,－,(235)新北市中和區建康路10號3至6樓,70380046,朱復銓,蔡能吉,吳友梅,財務長,蔡能吉,02-5590-8050,88/07/12,103/03/28,新台幣 10.0000元,1018120190,101812019,0,0,合併,每年,股東會,福邦證券股份有限公司,02-2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,寇惠植,郭欣頤,ENNOCONN,"3-6F., No.10, Jiankang Rd., Zhonghe DistNew Taipei City 235, Taiwan (R.O.C.)",02-5590-8051,Stockaffairs@ennoconn.com,http://www.ennoconn.com,葉明宗,資深專員,02-5590-8050,stockaffairs@ennoconn.com,http://www.ennoconn.com
378,6415,矽力杰股份有限公司,矽力-KY,半導體業,KY 開曼群島,新北市中和區板南路653號10樓,02906023,陳偉,游步東及Michael Grimm,梁翠嫚,經理,周婕,02-22215266,97/02/07,102/12/12,新台幣 10.0000元,943566880,94356688,0,0,合併,每年,董事會,元大證券股份有限公司,02-2586-5859,台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,簡明彥,邱政俊,Silergy,"10F., No. 653, Bannan Rd.,Zhonghe Dist., New Taipei City 235, ROC",02-22215778,IR@silergycorp.com,http://www.silergy.com,梁翠嫚,經理,02-22215266,IR@silergycorp.com,http://www.silergy.com
379,6416,瑞祺電通股份有限公司,瑞祺電通,通信網路業,－,新北市樹林區博愛街242號8樓,28488592,朱復銓,洪德富,陳衍詳,協理,黃慧青,77058888,96/04/19,107/04/16,新台幣 10.0000元,731888750,73188875,0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,(02)2383-6888,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,寇惠植,郭欣頤,CASWELL,"8F, No.242, Bo-Ai St., Shu-Lin Dist.,New Taipei City 23845,Taiwan",77319988,spokesman@cas-well.com,www.cas-well.com,黃慧青,財務長,77058888,spokesman@cas-well.com,http://tw.cas-well.com/corporate/governance.html#corporate-stakeholders
380,6426,統新光訊股份有限公司,統新,通信網路業,－,台南市新市區南科三路7號4樓,13111161,李英坤,藍宏利,李英坤,董事長,魏敬易,(06)5053700,92/08/01,110/03/24,新台幣 10.0000元,385090000,38509000,0,0,合併,每年,股東會,元富證券股務代理部,(02)2768-6668,台北市松山區光復北路11巷35號B1,安永聯合會計師事務所,洪國森,陳政初,APOGEE,"4F, NO.7, NANKE 3RD,SINSHIH DISTRICT, TAINAN CITY, TAIWAN",(06)5053701,accounting@nextapogee.com.tw,http://www.nextapogee.com.tw,李英坤,董事長,(06)5053700,law@nextapogee.com.tw,http://www.nextapogee.com.tw/ch/investors3-6.php
381,6431,光麗生技控股股份有限公司,光麗-KY,光電業,KY 開曼群島,臺北市中山區建國北路二段66號9樓,41181265,"BRIGHTNESS CO., LTD. 代表人：陳寬聰",張清璉,劉豐嘉,財務部協理,方士慧,02-25178779,101/07/04,103/12/04,新台幣 10.0000元,511708350,51170835,728000,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,池瑞全,薛峻泯,KL,"9F., No. 66, Sec. 2, Jianguo N. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",02-25174559,PR@kl-holdings.com,http://www.kskl.com.cn,劉豐嘉,財務部協理,02-25178779,Miloliu@kl-holdings.com,http://www.kskl.com.cn/finance01_t.asp
382,6438,迅得機械股份有限公司,迅得,其他電子業,－,桃園市中壢區榮民路421號,70753397,官錦堃,王年清,黃發保,營運長,江明昇,03-4356870,88/10/28,110/01/19,新台幣 10.0000元,692571510,69257151,4000000,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,莊文源,楊清鎮,SAA,"No.421 Rungmin Rd.,Zhongli District, Taoyuan City, Taiwan",03-4356871,Kris.Huang@sac-symtek.com,www.saa-symtek.com,黃發保,營運長,03-4356870#508,Kris.Huang@sac-symtek.com,www.saa-symtek.com
383,公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
384,6442,光紅建聖股份有限公司,光聖,通信網路業,－,新北市淡水區中正東路二段27-8號13樓,97119975,"CHEN, STEVE",張英華,莊國安,處長,丁糸秀娟,(02)2808-6333,85/09/04,104/07/14,新台幣 10.0000元,693000000,69300000,0,0,合併,每年,董事會,台新綜合證券(股)公司股務代理部,(02)2504-8125,台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,陳俊宏,黃秀椿,EZconn,"13F. No. 27-8, Sec. 2, Zhongzheng E. Rd., Tamsui Dist.New Taipei City 25170, Taiwan (R.O.C.)",(02)2809-6161,allen.chuang@ezconn.com,www.ezconn.com,莊國安,處長,02-2808-6333分機8668,allen.chuang@ezconn.com,www.ezconn.com
385,6443,元晶太陽能科技股份有限公司,元晶,光電業,－,新北市新店區北新路3段225號8樓,28997300,偉任投資股份有限公司,洪振仁,江郅豪,副總經理,廖偉然,(02)2912-2199,99/06/24,104/10/01,新台幣 10.0000元,4716914660,445796730,0,25894736,合併,每年,股東會,第一金證券(股)公司股務代理部,(02)2563-5711,台北市大安區安和路一段27號6樓,勤業眾信聯合會計師事務所,黃海悅,陳薔旬,TSEC,"8F, No. 225, Sec. 3, Beixin Rd., Xindian Dist.New Taipei City 231, Taiwan (R.O.C.)",(02)2917-5399,ir@tsecpv.com,www.tsecpv.com,江郅豪,副總經理,(02)2912-2199,spokesman@tsecpv.com,http://www.tsecpv.com/zh-tw/investors/irCorpGovern/related
386,6449,鈺邦科技股份有限公司,鈺邦,電子零組件業,－,苗栗縣竹南鎮科東三路2、6號4樓,28064644,鄭敦仁,林溪東,林清封,執行長,林溪東,037-777588,94/12/23,103/12/09,新台幣 10.0000元,889535140,88953514,0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,(02)23711658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,游萬淵,呂倩慧,APAQ,"4F., No.2&6, Kedong 3rd Rd.Miaoli County, Taiwan, R.O.C.",037-777566,estherli@apaq.com.tw,http://www.apaq.com.tw/,林清封,執行長,037-777588,estherli@apaq.com.tw,http://www.apaq.com.tw/tw_stakeholder.asp
387,6451,訊芯科技控股股份有限公司,訊芯-KY,半導體業,KY 開曼群島,台北市信義區光復南路495號11樓之5,38649225,徐文一,徐文一,王介民,處長,鄭永春,02-22688368,97/01/08,104/01/26,新台幣 10.0000元,1074648000,107464800,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,(02)2383-6888,台北市忠孝西路一段6號6樓,安侯建業聯合會計師事務所,趙敏如,黃柏淑,ShunSin,"11F.-5, No.495, Guangfu S. Rd., Xinyi Dist.Taipei City 110, Taiwan (R.O.C.)",867602338211,sst@shunsintech.com,http://www.shunsintech.com/,王介民,處長,02-22688368,sst@shunsintech.com,http://www.shunsintech.com/tw/StakeHolder.html
388,6456,GIS Holding Limited,GIS-KY,光電業,KY 開曼群島,苗栗縣竹南鎮科中路12號8樓(訴訟及非訟代理人聯絡處),41420316,周賢穎,周賢穎,林原平,財務長,蔡明宏,037-777939,100/01/04,104/06/12,新台幣 10.0000元,3379398000,337939800,0,0,合併,每年,董事會,福邦證券股份有限公司,02-2371-1658,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,馮敏娟,吳漢期,GIS,"8F, No. 12, Kezhong Road, Zhunan TownshipMiaoli County 350401, Taiwan, R.O.C.",037-777633,ir@gis-touch.com,http://www.gis-touch.com,林原平,財務長,037-777939,ir@gis-touch.com,http://www.gis-touch.com
389,6477,安集科技股份有限公司,安集,光電業,－,台南市安南區科技五路19號,28580346,黃國棟,黃國棟,林婉玲,特別助理,張又菁,06-5105988,96/02/13,105/06/21,新台幣 10.0000元,1145376080,114537608,0,0,合併,每年,董事會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,王騰葦,李季珍,Anji,"No. 19 Keji 5 Th Rd., Annan DistrictTainan 709, Taiwan",06-5105989,anjitek@anjitek.com,http://www.anjitek.com,林婉玲,特別助理,06-5105988,winnie@anjitek.com,http://www.anjitek.com/index.php?option=module&lang=cht&task=pageinfo&id=410&index=1
390,6515,穎崴科技股份有限公司,穎崴,半導體業,－,高雄市楠梓區創意南路68號,13145774,王嘉煌,王嘉煌,李振昆,資深副總經理,陳紹焜,07-3610999,90/04/10,110/01/20,新台幣 10.0000元,338910000,33891000,0,0,合併,每年,董事會,元大證券股份有限公司股務代理部,02-2586-5859,台北市承德路三段210號B1,安侯建業聯合會計師事務所,許振隆,曾國禓,WinWay,"No. 68, Chuangyi S. Rd.Kaohsiung City 81156, Taiwan (R.O.C.)",07-3610099,0,https://www.winwayglobal.com/,余茂,專案經理,073610999#3140,mao.yu@winwayglobal.com,https://www.winwayglobal.com/tw/investors
391,6525,捷敏股份有限公司,捷敏-KY,半導體業,KY 開曼群島,新北市中和區橋安街35號10樓,49791260,鄭祝良,湯彥鏘,王瑞萍,財務部資深經理,吳俊璟,02-2248-0680,87/04/17,105/04/12,新台幣 10.0000元,1290473840,129047384,0,0,合併,每年,董事會,元大證券股份有限公司股務代理部,02-2586-5859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,張耿禧,謝建新,GEM,"10F.,NO.35,Qiao'an St.,Zhonghe Dist.,New Taipei City 235, Taiwan (R.O.C.)",02-8245-3100,IR@gemservices.com,www.gemservices.com,王瑞萍,財務部資深經理,02-2248-0680,IR@gemservices.com,www.gemservices.com
392,6531,愛普科技股份有限公司,愛普*,半導體業,－,新竹縣竹北市台元一街一號10樓之一,53503847,陳文良,陳文良,林郁昕,協理,連育德,03-560-1558,100/08/04,105/05/31,新台幣 5.0000元,743406230,148681246,0,0,合併,每年,董事會,凱基證券股份有限公司股務代理部,02-2389-2999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,簡明彥,邱政俊,AP Memory,"10F-1, No.1, Taiyuan 1st ST.,Zhubei City, Hsinchu County, R.O.C.",03-560-1518,ir@apmemory.com,www.apmemory.com,連育德,專案經理,03-5601651,ir@apmemory.com,www.apmemory.com
393,6533,晶心科技股份有限公司,晶心科,半導體業,－,新竹科學園區新竹市力行一路1號3樓A1-4,27638046,林志明,蘇泓萌,周含章,財務協理,陳志賢,03-5726533,94/03/14,106/03/14,新台幣 10.0000元,506509110,50650911,0,0,合併,每年,董事會,宏遠證券股份有限公司股務代理部,02-2326-8818,台北市信義路四段236號3樓,安永聯合會計師事務所,楊雨霓,涂嘉玲,ANDES,"A1-4, 3F, NO.1, Li-Hsin First Road, Hsinchu Science ParkHsinchu City 30078, Taiwan",03-5726535,ir@andestech.com,http://www.andestech.com,陳志賢,總經理室特別助理,03-5726533,ir@andestech.com,http://www.andestech.com/tw/investors-stakeholder.php
394,6552,易華電子股份有限公司,易華電,半導體業,－,高雄市楠梓區新開發路8號,76025826,黃嘉能,李宛霞,黃梅雪,副總經理,陳嵩州,07-9620668,62/10/06,106/01/10,新台幣 10.0000元,830000000,83000000,0,0,個別,每年,股東會,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,王兆群,劉裕祥,JMC,"N0. 8, SHINKAIFA ROAD, NANZIH DISTRICT, KAOHSIUNG CITY, TAIWAN (R.O.C.)Kaohsiung. Taiwan, R.O.C.",07-3651181,stock.service@jmct.com.tw,http://www.jmct.com.tw,陳幸榛,財會部經理,07-9620668,stock.service@jmct.com.tw,http://www.jmct.com.tw
395,6558,興能高科技股份有限公司,興能高,其他電子業,－,新竹科學園區新竹市展業一路9號6樓之一、之三,97430131,陳國鍾,謝祥豪,王光昌,資深副總經理,黃逸怡,(03)5643700,86/03/10,107/12/05,新台幣 10.0000元,939584750,93958475,7300000,0,合併,每年,董事會,統一綜合證券股務代理部,(02)27478266,台北市松山區東興路8號地下一樓,資誠聯合會計師事務所,江采燕,鄭雅慧,SYNST,"6F-1 & 6F-3 ,No.9,Prosperity DR.1,Hsinchu Science ParkHsinchu,Taiwan 30078 R.O.C.",(03)5646767,ir@synst.com.tw,www.synst.com.tw,王光昌,資深副總經理,035643700,ir@synst.com.tw,www.synst.com.tw
396,6573,虹揚發展科技股份有限公司,虹揚-KY,半導體業,KY 開曼群島,新北市新店區北新路三段207-5號4樓,53016234,方丁玉,高桂珍,程御峰,副總經理,林恩霈,8913-1399,98/12/11,106/09/26,新台幣 10.0000元,804993450,80499345,0,0,合併,每年,股東會,康和綜合證券股份有限公司,8787-1888,台北市信義區基隆路一段176號,安侯建業聯合會計師事務所,許育峰,寇惠植,HY,"4F., No.207-5, Sec. 3, Beixin Rd., Xindian Dist.New Taipei City 231, Taiwan (R.O.C.)",8913-1388,hytech@hygroup.com.tw,http://www.hygroup.com.tw,林恩霈,公關部經理,(02)8913-1399,hytech@hygroup.com.tw,http://www.hygroup.com.tw/tw-ww/csr/editor.aspx?CID=3
397,6579,研揚科技股份有限公司,研揚,電腦及週邊設備業,－,新北市新店區寶橋路235巷135號5樓,53113073,莊永順,林建宏,杜昀真,資深協理,莊健群,(02)8919-1234,99/12/01,106/08/21,新台幣 10.0000元,1484984680,148498468,0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,(02)2314-8800,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,張淑瓊,林鈞堯,AAEON,"5F., No.135, Ln. 235, Baoqiao Rd.,Xindian Dist., New Taipei City 231, ROC",(02)8919-1053,speaker@aaeon.com.tw,http://www.aaeon.com,杜昀真,資深協理,(02)8919-1234,speaker@aaeon.com.tw,http://www.aaeon.com
